id,text,description
130,Voor het berekenen van de lengte van fietshellingen wordt een standaard formule gehanteerd.,"- gewenste helling: 1 op 20 maal het hoogteverschil.
- standaard helling: 1 op 10 maal het hoogteverschil. Voorbeeld: bij een hoogteverschil van 3,00 m is de standaardhelling 1 op 30.

Bij grote hoogteverschillen (groter dan 5 m) dient het hoogteverschil “getrapt” te worden overwonnen (helling onderbreken met horizontale stukken)."
131,Buiten de bebouwde kom dient de bromfiets in principe gebruik te maken van het (brom)fietspad.,"Eventueel kan bij 60 km/uur wegen wel ‘bromfiets op de rijbaan’ worden toegepast. Zie hiervoor ook de publicatie van het infopunt Duurzaam Veilig ‘Bromfiets op de rijbaan, handleiding voor de invoering’."
132,Binnen de bebouwde kom dient de bromfiets gebruik te maken van de rijbaan. ,"Hierop zijn slechts de volgende uitzonderingen mogelijk:
- indien er sprake is van 70 km/uur wegen
- er slechts een beperkte afstand gebruik gemaakt gaat worden van de rijbaan
- indien er sprake is van een onredelijke omrij-afstand (maximale omrijfactor 1,2).
- er grote kans is dat bromfietsers op een weg met een maximum snelheid van meer dan 50 km/u terecht komen
- er grote kans is dat bromfietsers ten onrechte in een tunnel terecht komen"
133,De gemeente bepaalt de minimum fietsparkeereis aan de hand van de normen voor fietsparkeren.,"We baseren ons voor de parkeernormen op de CROW-kencijfers voor fietsparkeren. Dit zijn algemeen geaccepteerde cijfers voor het bepalen van de fietsparkeerbehoefte. Gemeenten gebruiken ze als basis voor het bepalen van hun fietsparkeernormen. De CROW-kencijfers beschrijven de gemiddelde fietsparkeerbehoefte per functie en geven bij elk kencijfer de spreiding aan. We houden voor de Amsterdamse normen de bovengrens van deze spreiding aan vanwege het zeer hoge fietsgebruik
"
134,"De gemeente kan aan een initiatiefnemer van een ruimtelijke ontwikkeling een financiële bijdrage vragen, als door het afwijken van de parkeernormen voor de fiets de gemeente extra parkeervoorzieningen moet maken.",
135,Alle nieuwbouw wordt uitgesloten van parkeervergunningverlening.  Het realiseren van parkeerplaatsen bij nieuwbouw moet op eigen terrein.,"Bij nieuwbouw krijgen bewoners en werknemers geen parkeervergunning. Parkeerplekken komen in of onder het nieuwe gebouw, of worden gereserveerd in bestaande, nabijgelegen parkeergarages. Door het maximum en minimum aantal parkeerplekken bij nieuwbouw omlaag te brengen, houden we rekening met toekomstige ontwikkelingen."
136,Bij het toetsen van nieuwbouwplannen (woningbouw) worden de parkeernormen gehanteerd uit de 'Nota Parkeernormen' (2017).,"In de nota is de tabel 'parkeernorm bij nieuwbouwwoningen per type woning' opgenomen waarin de normen voor A- B- en C- locaties per woningtype zijn uitgewerkt. 

Bij het toepassen van parkeernormen wordt de  gebiedsindeling gehanteerd conform de kaart uit de Nota Parkeernormen. "
137,"De parkeernorm voor bezoekersparkeren is bij nieuwbouw gelijk bij alle woningtypen, markt en sociaal, en is 0,1 per woning.","Bij gebiedsontwikkeling (zoals IJburg of het Amstelkwartier) zal de gemeente deze bezoekersparkeerplekken aanleggen. Dit zal vaak op straat gebeuren. In sommige gevallen regelt de gemeente bezoekersparkeren in gebouwde voorzieningen. Ook in gebieden zoals Buiksloterham (waarbij een bedrijventerrein een nieuwe invulling krijgt met veel nieuwe functies) zal de gemeente ervoor zorgen dat er in ieder geval 0,1 parkeerplaats per woning voor bezoekers aanwezig is. Samen met de andere in het gebied aanwezige functies wordt een parkeerbalans gemaakt en wordt bepaald hoeveel parkeerplaatsen er nodig zijn voor bezoekers en waar zij parkeren. Voor sloop/ nieuwbouwprojecten of transformatieprojecten geldt dat de gemeente hiervoor geen extra parkeerplaatsen in de (bestaande) openbare ruimte aanlegt."
138,Voor kantoren worden alleen maximumparkeernormen gehanteerd. ,"• De maximumparkeernormen voor A-locaties zijn: maximaal 1 parkeerplaats per 250m² bruto vloeroppervlak.
• De maximumparkeernormen voor B-locaties zijn: maximaal 1 parkeerplaats per 125m² bruto vloeroppervlak.
• De maximumparkeernormen voor C-locaties zijn maatwerk. 

Bij het toepassen van parkeernormen wordt de  gebiedsindeling gehanteerd conform de kaart uit de Nota Parkeernormen. "
139,Bij transformatie worden de parkeernormen volgens de gegeven beleidsregels toegepast.,"Bij de toetsing worden de plannen volgens de voor de functie geldende normen beoordeeld om te zien wat de parkeervraag van de nieuwe functie is en wat de parkeervraag van de oude functie was. Wanneer de fysieke situatie hiertoe aanleiding geeft, kan van de geldende normen worden afgeweken. Deze afwijking kan zowel naar beneden (er zijn minder parkeerplaatsen op eigen terrein dan de norm voorschrijft) als naar boven (er zijn meer parkeerplaatsen op eigen terrein dan de norm voorschrijft) zijn. 

Bij afwijking naar beneden gaat de gemeente aangeven of het project wordt uitgesloten van parkeervergunningverlening of niet. Bij de afweging om een gebouw uit te sluiten van vergunningverlening wordt gekeken naar de parkeerdruk op het maatgevende moment en de toevoeging van de parkeervraag in het kader van de transformatie."
140,"Bij het vaststellen van parkeernormen voor voorzieningen vormen de actuele kencijfers van de CROW het uitgangspunt, gecombineerd met actuele Amsterdamse gegevens over de verkeersgeneratie van specifieke functies.",Bij de toetsing aan de hand van de kencijfers zal gebieds- en functie specifiek gekeken worden of de parkeervraag op eigen terrein moet worden opgelost of dat de parkeervraag op straat kan worden opgevangen. Indien de parkeervraag op straat wordt opgevangen zal aanvullend beoordeeld worden of de werknemers van de betreffende voorziening in aanmerking komen voor een parkeervergunning of niet.
141,"Geleidelijnen worden op de juiste wijze toegepast, conform de “Leidraad CVC” en de “Handleiding Geleidelijnen Amsterdam”. ","Het gebied blijft een geliefd woonwerk- en recreatiemilieu. De uitstraling van prominente plekken is van een kwaliteitsniveau dat past bij een stad met de status van Unesco Werelderfgoed.

Verschillende toeristische- en verblijfsgebieden zijn op een logische en aantrekkelijke wijze verbonden via mooie, toegankelijke en veilig ingerichte openbare ruimten. De verkeerscirculatie is zodanig aangepast dat langzaam verkeer en OV vlot en veilig hun weg vinden door de binnenstad. Fietsers kunnen gebruikmaken van comfortabele en herkenbare doorgaande routes rond en door de binnenstad. De bereikbaarheid van het Stationseiland en de doorkruisbaarheid van het stadshart van oost naar west en noord naar zuid is voor fietsers sterk verbeterd. De nieuwe fietsenstallingen bij OV-knooppunten maken het mogelijk dat er veel gebruik wordt gemaakt van de fiets als voor- en natransport voor het openbaar vervoer. Metro en tram zijn betrouwbaar en efficiënt. De verschuiving van autogebruik naar fiets en OV leidt tot een verkeersveiliger en schonere stad. Tegelijk kan gemotoriseerd bestemmingsverkeer nog steeds eenvoudig op de plaats van bestemming komen. Hardnekkige knelpunten als het Haarlemmerplein, Leidseplein, Munt, Nieuwezijds Voorburgwal en Amstel zijn heringericht en veranderd in aantrekkelijke verblijfsgebieden.

Het eindbeeld gaat uit van een afname van de hoeveelheid niet noodzakelijk autoverkeer, meer ruimte voor voetgangers en fietsers en minder kruisende verkeersstromen. Met het instellen van de stadshartlus en daarmee het autovrij maken van het Prins Hendrikplantsoen en de Paleisstraat wordt hiermee een begin gemaakt. Om ook op andere plekken ruimte te maken voor de grote fiets- en voetgangersstromen zijn meer knippen in de auto-infrastructuur onvermijdelijk. Keuzen waar en wanneer geknipt zal worden hangen af van de uitkomsten van de gesprekken met de verschillende diensten en omliggende stadsdelen."
142,De binnenstad is het domein van de voetganger.,"▪  Een aanzienlijke uitbreiding van het aaneengesloten voetgangersareaal vanaf CS naar Dam en Munt over de Rode Loper en verder richting Mr. Visserplein.
▪  Het vergroten van het gebruikscomfort van gehandicapten, gebruikers van rolstoel, rollator en kinderwagen door minder obstakels en het zorgvuldig plaatsen van straatmeubilair conform HIOR.
▪  Een lint van mooie pleinen die verbonden worden door comfortabele voetgangersroutes.
▪  Meer ruimte voor voetgangers in winkelstraten."
143,We geven in stadsdeel Centrum voorrang aan het functioneel (gemotoriseerd) verkeer.,"▪ Gegarandeerde bereikbaarheid voor bewoners, bevoorrading, touringcars en nood- en hulpdiensten.
▪ Elke bestemming is bereikbaar.
▪ Maximumsnelheid 30 km/u is uitgangspunt.
▪ Routebeinvloeding.
▪ Alternatief personenvervoer en vervoer over water bevorderen.
▪ Stimuleren autodelen."
144,We maken in stadsdeel Centrum ruimte voor het langzame verkeer.,"▪ Focus op de drukste en gevaarlijkste fietsroutes.
▪ Weren van brom- en snorfietsen op fietspaden in 30 km/u-zones. Onderzoek of dit ook wenselijk c.q. haalbaar is voor doorgaande fietsroutes over pleinen.
▪ Op drukke fietsroutes in woonbuurten voorrang voor fietsers op kruispunten.
▪ Stallingen bij OV-knooppunten en de grote publiekstrekkers en voorzieningen voor kortparkeren in combinatie met parkeerduurbeperking.
▪Fietsparkeren in de woonbuurten in de fietsvoorzieningen en zo mogelijk inpandig.
▪ Handhaving van wrakken, verlaten en ongebruikte fietsen."
145,We streven in stadsdeel Centrum naar een robuust en efficiënt openbaar vervoersysteem.,"▪ Aanvoer met streekbussen tot aan de OV-knooppunten met goede overstappen op een robuust en efficiënt tram- en metrosysteem.
▪ Prioriteit voor trams bij verkeerslichten en meer vrije banen.
▪ Ingebruikname van het tracé langs de Haarlemmer Houttuinen, het doortrekken van de tram vanuit het centrum naar Sloterdijk."
146,Parkeren staat in stadsdeel Centrum in het teken van de openbare ruimte.,"▪ Minder plekken op straat en een efficiëntere benutting van parkeerruimte.
▪ Realisatie van parkeergelegenheid aan de rand van stad (P+R) en in garages.
▪ De tarieven voor parkeervergunningen onder de loep.
▪ Uitbreiding autodelen, ook gericht op elektrisch en meer diversiteit in voertuigen."
147,In stadsdeel Centrum ligt de nadruk op kwalitatief hoogwaardige inrichting van de openbare ruimte.,"Dat betekent inzetten op een mooie en duurzame inrichting van straten en pleinen, het faciliteren van de groeiende vraag naar ontmoetingsruimte voor allen die er verblijven en maatwerk voor wat betreft het inpassen van de auto. Het is ook de ambitie van het stadsdeel om tot 2025 de kwaliteit en bruikbaarheid van de openbare ruimte in de Amsterdamse binnenstad te vergroten."
148,Het streven is in Zuidoost de natuurwaarde en landschapsindeling vorm te geven met een biotoopkeuze en deze zichtbaar te maken.,"Stadsdeel Amsterdam Zuidoost is niet alleen een van de groenste stadsdelen, maar ze heeft ook een rijke flora en fauna en is een belangrijke schakel in de Ecologische Hoofdstructuur. Dat maakt Amsterdam Zuidoost tot een bijzondere plek om te wonen en te werken.  Groen zorgt bovendien voor een aantrekkelijk vestigingsklimaat en maakt de leefomgeving prettiger.


"
149,"De groene ruimte in stadsdeel Zuidoost is opgedeeld in verschillende biotoopgebieden, elk met een eigen opgave.","In het biotoop “Bebouwing” wordt ingezet op het vergoten van de natuurwaarden, door bepaalde doelsoorten (zoals huismus of vleermuis) meer ruimte te zetten, of door in te zetten op bloemrijke bermen. 

In het biotoop “Oevers, water, en rietlanden” wordt ingezet op waterberging, meer natte natuur, natuurvriendelijke oevers, en het opheffen van barrières.  In het biotoop “Beheerd groen” is de ambitie te werken naar meer park en minder ruigte. Ook moet het beheersbeeld van de verschillende parken beter op elkaar aansluiten, moet lintbeplanting worden versterkt tot stroken met gevarieerde beplanting. Ook de recreatieve functie is in dit biotoop belangrijk. 

Het biotoop “Agrarisch” draagt een hoge cultuurhistorische waarde. Deze moet worden versterkt, door historische verkaveling te behouden en terug te brengen. Er wordt ingezet op meer openheid en aanleg van petgaten. Het biotoop “Infrastructuur” bestaat uit de hoge dreven, snelwegen en spoorbanen, omgeven door schrale, zandige taluds. Er zijn geen opgaven voor geformuleerd.
"
150,De maatregelen uit het Natuurplan Zuidoost dienen te worden toegepast bij ingrepen in de openbare ruimte.,"In het natuurplan zijn per biotooptype opgaven gedefinieerd. Deze zijn uitgewerkt in maatregelen:

Biotoop Bebouwing: nestgelegenheden voor mussen en vleermuizen inbouwen, mussenweides stimuleren, oevers natuurvriendelijk maken, groenstructuur aanpakken (wintergroene hagen, bloemrijke weidestroken)

Biotoop Oevers en water: natuurvriendelijke oevers bij A9 zone, aanleg faunapassages en overbruggen waterpeilverschillen, toepassen mantel-zoom-bosopbouw, toepassen broedhopen, paddenpoelen, plaatselijke verruiging, knotwilgen. Ecologisch beheren, dood hout deponeren, water schoon houden met waterplanten en tot slot de paden en bruggen goed beheren.

Biotoop Beheerd groen: waar mogelijk natuurvriendelijke oevers toepassen, gevarieerde vruchtdragende beplanting, lintbeplanting van dichte heesters, goed beheer van paden en bruggen.

Biotoop agrarisch: oude dijk en polder beter zichtbaar maken, opheffen barrières, optimaliseren verbinding onder de A9, paddenpoelen aanleggen; kruiden langs het water om en om laten staan.
Tot slot is het belangrijk bewoners bewust te maken van het belang van de natuur en wat ze zelf kunnen doen ten behoeve van de natuur.
"
151,Ruimte maken voor de groei met aandacht voor de openbare ruimte en de beperktere (gemeentelijke) middelen vragen om scherpe keuzes en een gebiedsgerichte aanpak.,Dergelijke keuzes zijn echter niet mogelijk zonder een gedegen kwantitatieve onderbouwing van het beleid en oog voor de kostenefficiëntie van maatregelen. Dat betekent dat bij het kiezen van de juiste maatregel voor een bepaald probleem in een bepaald gebied de (maatschappelijke) kosteneffectiviteit een belangrijk criterium is. Wanneer er meer mogelijkheden zijn om hetzelfde doel te bereiken heeft de maatregel met het meeste effect per euro de voorkeur.
152,"Door de toenemende drukte en de ontwikkeling naar de consumptieve economie ligt de prioriteit in centrumgebieden bij het bieden van voldoende en aantrekkelijk ingerichte openbare ruimte voor voetgangers, fietsers en kleine, schone voertuigen.","De snelheden liggen hier relatief laag en grote voertuigen als vrachtauto’s (gedurende de venstertijden), bussen en trams zijn hier te gast. Het mengen van verkeersstromen met een lage maximum snelheid ligt hier voor de hand. Trein en metro zorgen in het
centrumgebied voor een efficiënte aan- en afvoer van grote stromen reizigers. De tram krijgt met de komst van de Noord/Zuidlijn een andere, meer ontsluitende rol in de binnenstad, maar moet wel betrouwbaarder worden. Ook hoeven er minder streekbussen tot in het centrum te rijden. Taxi’s blijven net als touringcars belangrijk voor met name bezoekers en halteren zo kort mogelijk op daarvoor aangewezen plekken om zo de schaarse ruimte optimaal te benutten.

De schaarse ruimte zal in toenemende mate ook flexibel in de tijd gebruikt moeten worden. Dat geldt bijvoorbeeld voor laad- en losfaciliteiten, die zeer belangrijk blijven voor het economisch functioneren van de stad. Buiten de venstertijden kan de ruimte ook voor andere functies (terras, parkeerplaats voor (brom-)fietsen) gebruikt worden. De auto wordt meer in inpandige parkeervoorzieningen, of op afstand (P+R) geparkeerd, waarbij op basis van tijdige en actuele informatievoorziening het zoekverkeer vermindert. Op de drukste locaties worden fietsvoorzieningen intensiever benut omdat er geen plekken worden ingenomen door lang geparkeerde fietsen. Krotten en weesfietsen worden verwijderd."
153,"In het gebied binnen de Ring wordt het vooral drukker in de stadsstraten. Hier ligt de prioriteit bij een betere balans tussen de ruimte voor de fietser, voetganger en verblijven enerzijds en ruimte voor de auto en het OV anderzijds. De geparkeerde auto zal in stadsstraten vaker plaats moeten maken voor andere functies.","In het gebied binnen de Ring wordt het vooral drukker in de stadsstraten. Stadsstraten zijn de straten met zowel publieke functies als doorgaand verkeer. In dit gebied neemt het aandeel OV en fiets volgens de modelprognoses de komende tien jaar toe en daalt het aandeel van de auto van 40% naar 38% (prognose avondspits).

Flexibel gebruik van de ruimte per periode van de dag kan daar een oplossing bieden voor de verschillende behoeftes overdag en ‘s avonds. Bijvoorbeeld ‘s ochtends ruimte voor laden en lossen en ‘s middags meer ruimte voor de voetganger of een terras. Ruimtebesparende en schone voertuigen krijgen prioriteit, ook in
woonbuurten"
154,"Buiten de Ring en in Noord is een beheerste groei van de auto nog mogelijk, omdat het ruimteprobleem hier beperkt is. Voorkomen moet echter worden dat de ruimtelijke kwaliteit en leefbaarheid wordt aangetast door parkeeroverlast afkomstig van bewoners uit en bezoekers aan het centrumgebied en het gebied binnen de Ring.","Dit vraagt afstemming in het parkeerbeleid. In deze gebieden is nog veel potentie voor toename van het gebruik van de (elektrische) fiets. Gezien de vaak grotere afstanden tot het centrum, blijft het openbaar vervoer hier belangrijk en is vooral in de spits een snellere en betrouwbare lijnvoering gewenst. 

In en rond het Arenagebied en in mindere mate de RAI, zal het met de toename van het aantal evenementen op steeds meer dagen aanzienlijk drukker worden. Het openbaar vervoer zal hier om redenen van een efficiënte aan- en afvoer
van grote stromen een toenemend aandeel in krijgen, maar ook de auto blijft belangrijk. Mobiliteitsmanagement door de organisatoren van evenementen zelf en verkeersmanagement door de gezamenlijke wegbeheerders zijn dan ook
belangrijk om bezoekers naar deze evenementen te geleiden en grote verstoringen te voorkomen. ICT-ontwikkelingen bieden kansen om beter in te spelen op dit soort grote incidentele verkeersstromen. Uit oogpunt van sociale veiligheid en levendigheid
van het straatbeeld kan in deze gebieden meer menging van verschillende soorten verkeer worden toegepast.

In grote werkgebieden zoals Westpoort zijn betrouwbare goederenroutes van belang. Voor werknemersvervoer in gebieden met een lage dichtheid en onregelmatige werktijden is regulier OV niet altijd haalbaar en kunnen soms aanvullende
voorzieningen nodig zijn."
155,Om de parkeerdruk op straat te verminderen worden bestaande (gemeentelijke en commerciële) garages met restcapaciteit beter benut. ,"Al op korte termijn ontstaat zo meer ruimte op straat en neemt het zoekverkeer af. Door dit beleid vooral te richten op centrumgebieden en drukke stadsstraten met veel economische en toeristische functies komt ruimte vrij voor economisch verkeer (laden en lossen), bredere fietsvoorzieningen en verblijfsfuncties
(zoals ruimte voor voetgangers, spelen, groen en fietsparkeervoorzieningen)."
156,De openbare ruimte dient integraal toegankelijk te zijn. ,"Bij integrale toegankelijkheid (van de openbare ruimte) wordt uitgegaan van de fysieke mogelijkheden en beperkingen van verschillende groepen mensen. Dit betekent dat er zo min mogelijk aparte voorzieningen gecreëerd worden. Soms zijn aparte voorzieningen voor mensen met een specifieke beperking nodig. Dit zijn met name geleidelijnen (tactiele routegeleiding) voor blinden en zeer slechtzienden.

Voor overige aanbevelingen m.b.t. toegankelijkheid verwezen naar CROW-publicatie 337 ‘Richtlijn toegankelijkheid’."
157,Schoolomgevingen dienen verkeersveilig te zijn. Bij de inrichting van een schoolomgeving wordt de 'Leidraad Verkeersveilige Schoolomgevingen' gebruikt.,"Het doel van de 'Leidraad Verkeersveilige Schoolomgevingen' is het bieden van handvaten voor het maken van een inrichting van de openbare ruimte rondom scholen die verkeersongevallen vermindert, door (1) het bewustmaken van de aanwezigheid van kwetsbare schoolkinderen en (2) het verbeteren van de veiligheidssituatie door fysieke ingrepen.

Als onderdeel van deze richtlijn wordt er  een SCHOOL-markering aangebracht op de rijbaan en, indien aanwezig, op het vrij liggende fietspad van de weg waar de school aan gelegen is. Dat gebeurt tussen de 25 en 50 meter (afhankelijk van situatie en verder weg bij grotere snelheid) voor het verkeer de hoofd in- en uitgang van de school, of van het schoolplein bereikt. Zodoende wordt voldoende tijd geboden om te kunnen anticiperen, bijvoorbeeld door het aanpassen van de snelheid.

Overige aandachtspunten en mogelijke maatregelen  (o.a. aanpassen snelheidsregime) om de verkeersveiligheid in Schoolomgevingen te borgen, zijn opgenomen in de Leidraad CVC (hoofdstuk 4.9)."
158,In huidige en toekomstige situaties moet een veilige inrichting van de weg gecombineerd worden met een goede bereikbaarheid voor hulpdiensten. ," De Leidraad CVC bevat eisen en voorschriften ten aanzien van doorrijhoogtes, breedtes en bochtstralen t.b.v. de toegankelijkheid voor hulpdiensten. Daarnaast zijn door een CROW werkgroep aanbevelingen opgesteld, deze kunnen worden toegepast in ontwerp en zijn opgenomen in CROW publicatie 165: Hulpdiensten snel op weg."
159,"Bij het verplaatsen of nieuwe aanleg van een tramhalte dient aandacht geschonken te worden aan de looproutes van de passagiers, de ontsluiting van de omgeving, de maximale loopafstanden en de onderlinge halteafstanden conform de OV-visie van de gemeente.","Bij de situering van tramhaltes bij kruispunten wordt in algemene zin gestreefd naar ligging vóór het kruispunt. Dit komt de verkeersveiligheid ten goede omdat trams dan met een lage (aanvangs)snelheid het kruispunt passeren. Dit geldt tot op zekere hoogte ook voor elkaar kruisende tramlijnen, hoewel de mogelijke overstaprelatie tussen lijnen onderling en het feit of er sprake is van samenvoeging of splitsing van lijnen tot andere keuzes kan leiden.

Voor het volledige programma met betrekking tot nadere uitwerking en detaillering wordt verwezen naar het document 'Integraal Programma van Eisen Tramhaltes (2021)' "
160,"In principe wordt er geen parkeren toegepast direct langs de hoofdrijbaan van gebiedsontsluitingswegen. Indien er, bij uitzondering, toch parkeren wordt toegepast kan dit nooit in combinatie met een fietsstrook.","In algemene zin geldt voor de inrichting van parkeergelegenheid de Leidraad CVC, het Beleidskader Puccinimethode en het Handboek Puccinimethode Rood. Uit de Leidraad CVC volgt dat de breedte van parkeervakken in het algemeen 2,00 m en voor laad- en losvakken met het oog op vrachtwagens 2,50 m bedraagt. Voor taxistroken en invalidenparkeerplaatsen wordt bij voorkeur 2,50 m aangehouden. Bij toepassing van fietsstroken is een toeslag van 0,50 m gewenst tussen fiets- en parkeerstrook in verband met openslaande portieren. 

Voor onderstaande voertuigcategorieën worden de volgende lengtes voor parkeerhavens gehanteerd (exclusief eventueel benodigde in- en uitrijruimte):  
• personenwagens 5,00 m, voorkeur 5,50 m.  
• invalidenparkeerplaats 6,00 m.  
• touringcars (ongeleed) 15,00 m  
• vrachtwagens 10,00 tot 20,00 m (afhankelijk van het type vrachtauto dat gebruikt wordt)  
• taxi’s 6,00m. 

Wanneer er naast de parkeerhaven een vrijliggend fietspad ligt moet er tussen de parkeerhaven en het fietspad i.v.m. openslaande portieren en het in/uitstappen, een schampstrook aangebracht worden. Gewenst 1,20 m (minimaal 0,90 m). Indien op dezelfde hoogte als het fietspad op de stoep geparkeerd wordt voldoet deze breedte meestal niet. In de regel steken geparkeerde auto’s te ver door. Bovendien kunnen slecht ter been zijnde mensen niet goed uit hun auto stappen. Om die reden wordt dit principe afgeraden. Het Beleidskader Puccinimethode voegt hieraan toe dat de lengte en breedte van parkeervakken bij voorkeur gelijk is aan een veelvoud van het verhardingsmateriaal (bijvoorbeeld 14 30x15 cm betontegels)."
161,Inpassing en vormgeving van bushaltes vindt plaats conform het technisch programma van eisen.,"Er zijn een aantal haltevormen mogelijk: 
- halteren op de rijbaan; 
- halteren in een haltehaven (ook wel haltekom genoemd); 
- halteren langs een zaagtandperron; vaak toegepast op een busstation. 

Vanuit toegankelijkheid heeft halteren op de rijbaan de voorkeur boven een haltehaven. Een haltehaven wordt echter toegepast vanwege de gewenste doorstroming en/of verkeersveiligheid. "
162,Bij het plaatsen van lichtmasten moet de breedte van de voetpaden in ogenschouw genomen worden. Er dient voldoende vrije loopruimte beschikbaar te zijn.,
163,Op fietspaden worden met het oog op valpartijen in principe geen paaltjes en overige obstakels toegepast. ,"Er wordt vanuit gegaan dat d.m.v. handhaving fietspaden worden vrijgehouden van auto’s. Ook in verband met de toegankelijkheid van fietspaden door invalidenwagens en onderhoudsvoertuigen zijn paaltjes ongewenst.

Indien er paaltjes noodzakelijk zijn gelden de volgende algemene aanbevelingen:
• De locatie sluit aan bij het verwachtingspatroon en het attentieniveau van fietsers: nabij het begin van een fietspad of een bijzonder punt.
• Hoewel een hoger attentieniveau gewenst is, mag de verkeerstaak voor de fietser niet te groot zijn. Bijvoorbeeld niet te dicht op een kruispunt, niet in een bocht, niet onderaan een helling. Aanbevolen wordt om een afstand aan te houden van ca. 12,5 meter tot het kruisingvlak.
• Zichtbaarheid: nabij openbare verlichting, niet in een bocht.
• Praktisch: voldoende ruimte voor een goede vormgeving.

Een nadere uitwerking van deze aanbevelingen is te vinden in de Leidraad CVC (hoofdstuk 5.7).  Het type paaltje dat kan worden toegepast, is vastgelegd in het Handboek Puccinimethode Rood."
164,"Gebiedsontsluitingswegen worden ‘duurzaam veilig’ ingericht, conform de richtlijnen van het CROW en de aanvullende bepalingen uit de Leidraad CVC.","De 12 eisen die gesteld worden aan een duurzaam veilige indeling en inrichting van het wegennetwerk zijn: 
• zo groot mogelijk aaneengesloten verblijfsgebieden realiseren; 
• minimaal deel van de rit over relatief onveilige wegen laten lopen; 
• ritten zo kort mogelijk maken; 
• kortste en veiligste rit samen laten vallen; 
• zoekgedrag vermijden; 
• wegcategorieën herkenbaar maken; 
• van elkaar verschillende verkeersoplossingen beperken en uniformeren; 
• conflicten vermijden met tegemoetkomend verkeer;
• conflicten vermijden met kruisend en overstekend verkeer; 
• verkeerssoorten scheiden; 
• snelheid reduceren op potentiële conflictpunten; 
• obstakels langs de rijbaan vermijden. 

Voor overige eisen en voorschriften ten aanzien van ‘Duurzaam Veilig’, zie de Leidraad CVC."
165,Bij het maken van verkeersontwerpen dient er zodanig ontworpen te worden dat er zo min mogelijk een beroep gedaan moet worden op handhaving door de politie. ,Het gewenste verkeersgedrag moet een natuurlijk gevolg zijn van het ontwerp.
166,"Geleidelijnen worden op de juiste wijze toegepast, conform de “Leidraad CVC” en de “Handleiding Geleidelijnen Amsterdam”. ","Daarin zijn onder meer de volgende uitgangspunten opgenomen: 

Geleide lijnen worden altijd toegepast bij: 
- Oversteken indien voorzien van een Zebrapad en / of VRI’s met (activeerbare) akoestische signalering. 
- OV-haltes: verbindingen tussen haltes en tussen halte en natuurlijke gidslijn – in de regel de omliggende bebouwing. 

Geleidelijnen worden op de volgende plaatsen soms toegepast:
- op het trottoir: bijvoorbeeld bij specifieke bestemmingen en op OV knooppunten waar een natuurlijke gidslijn ontbreekt. 
- op pleinen / grote open ruimtes, waar natuurlijke gidslijnen ontbreken.
- bij de oversteek van een verhoogd kruisingsvlak, maar nooit op het verhoogde vlak zelf. - bij shared space. 

Geleide lijnen worden nooit toegepast: 
- bij een voetgangersoversteekpunt met kanalisatiestrepen zonder VRI. 
- bij uitritconstructies, waar auto’s de stoep oversteken, zoals bij parkeergarages. "
167,Voor het toepassen van een zebrapad geldt dat er sprake moet zijn van een grote voetgangersstroom of belangrijke voetgangersroute.,"Indien op een wegvak een zebrapad wenselijk is, moet de locatie met zorg worden gekozen en ingericht. In dat geval wordt verwezen naar de werkwijze ‘solitaire zebrapaden/vops’ zoals beschreven in de “Rapportage analyse en advies solitaire VOPS Hoofdnet Auto” en de “keuzeboom Solitaire Vops” (zoals te vinden in de Leidraad CVC). 

Een zebrapad wordt niet toegepast in elk van de volgende gevallen: 
- indien de naderingssnelheid van 15% (V85) of meer van de motorvoertuigen hoger is dan 50 km/u (eventueel door middel van snelheidsremmende maatregel lagere snelheid afdwingen); 
- buiten de bebouwde kom; 
- binnen een 30 km-gebied; 

Halverwege tram- en busbanen en wegvakken worden in principe ook geen zebrapaden toegepast. Het is voor een tram met normale snelheid in verband met de langere remweg in algemene zin niet goed mogelijk om op tijd/veilig te stoppen voor overstekende voetgangers. 

Uitzonderingen op dit uitgangspunt en overige specificaties ten aanzien van zebrapaden zijn uitgewerkt in de Leidraad CVC. "
168,Voor psychobremsen is het uitgangspunt dat deze enkel worden toegepast op locaties met solitaire voetgangersoversteekplaatsen (VOPS).,"Voor overige solitaire (fiets- en voet-)oversteken die over het algemeen voorzien zijn van kanalisatiestrepen en waar extra attentie nodig is, gaat de voorkeur uit naar toepassing van een bliksemschicht-markering.

I.v.m. de variëteit in de maatvoering van zogenaamde Psychobremsen adviseert de CVC voortaan onderstaande standaard toe te passen op Gebiedsontsluitingswegen binnen de bebouwde kom; in ieder geval op de Hoofdnetten.

Maatvoering:
- Voorkeurslengte: 30,75m
- Voorkeursbreedte: 3,00m
- Afstand tot VOP: 6,00m"
